Course Code,Course Name,Course Type,Course Category,Instructor,Venue,Slot,Division,Biometric Attendance Enabled,Registration Limit,Restriction,Session/Division Defined,Total Credits,Lecture,Tutorial,Practical,Self Study,Half Semester,Text Reference,Description
IE 202,Digital Enterprise Systems Lab,Lab,Interdisciplinary STEM Course.,"A - Saurabh Jain
I - Jayendran Venkateswaran","   
FullSemester","L
Thu-1C-10:35:00-11:30:00-
Thu-2C-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-", , ,50,"[['2024', 'ALL'], ['Industrial Engineering and Operations Research', 'ALL'], ['B.Tech.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",[],3.0, , , , ,N, ,"• Bar Coding, QR Codes, RFIDs, App based data collections • IoT systems, develop and evaluate small IoT systems, which includes: sensors to get data, embedded systems to control/ process, wireless/wired transmission, store and process data. Use of actuators, Sensors, PLC controller/Use Raspberry Pi. • Augmented Reality / Virtual Reality"
IE 204,Feedback and Dynamics,Theory,Interdisciplinary STEM Course.,I - Nandyala Hemachandra,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,50,"[['2024', 'ALL'], ['Industrial Engineering and Operations Research', 'ALL'], ['B.Tech.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"302225 Chi-Tsong Chen (1998) Linear System Theory and Design, 3rd edition, Oxford University Press 302225 Normal Nise, 2018,, Control Systems, Wiley India 302225 Morris W. Hirsch, Robert L. Devaney and Stephen Smale (2004) Differential Equations, Dynamical Systems, and an Introduction to Chaos, 2nd edition, Academic Press. 302225 John D. Sterman, 2000, Business Dynamics, McGraw Hill","302225 Brisk review of Introduction to Dynamical Systems and Linear Dynamical Systems (Motivation through examples in business/ industrial settings); Modeling linear dynamical systems using ODEs; Solution characterization, solution methods for first, second, higher order ODEs; Characterizing higher order ODEs as linear systems 302225 Motivating examples of dynamical systems with feedback 302225 Laplace transforms. Transfer functions: Block diagrams, poles, zeros, delays 302225 Stability, regulation, tracking and Controllability of dynamical systems. 302225 Proportional, Integral, Derivative (PID) control 302225 Root locus design method: Perspective, procedure finding root locus, design using lead, lag, notch compensation 302225 Frequency-Response Design method: Frequency-response design method, Bode, Nyquist plots 302225 State space method: System description, block diagrams, state equations and analysis 302225 Discrete systems and non-linear systems The second part can focus on capturing industrial and social systems using dynamics equations/ system dynamics methodology, including: 302225 Stock Management Structures and Industrial Dynamics 302225 Models for social systems and economics 302225 Simulation of linear and non-linear systems 302225 Simulation of Discrete-time and Continuous time systems"
IE 206,Introduction to Artificial Intelligence and Machine Learning,Theory,Interdisciplinary STEM Course.,"A - Balamurugan Palaniappan
I - Manjesh Kumar Hanawal","   
FullSemester","14
Fri-14B-17:30:00-18:55:00-
Tue-14A-17:30:00-18:55:00-", , ,50,"[['2024', 'ALL'], ['Industrial Engineering and Operations Research', 'ALL'], ['B.Tech.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"302225 Stuart Russell and Peter Norvig. Artificial Intelligence: A Modern Approach. Pearson, Fourth Edition, 2020. 302225 Richard E. Neapolitan and Xia Jiang. Artificial Intelligence with an Introduction to Machine Learning, CRC Press, Second Edition, 2018. 302225 Tom Mitchell. Machine Learning, McGraw Hill Education, First edition, 2017. 302225 Richard Duda, Peter Hart and David Stork. Pattern Classification, Wiley Interscience, Second Edition, 2007","• Artificial agents - nature and structure • Search based problem-solving ◦ Uninformed search and heuristic search ◦ Local search ◦ Adversarial search and constraint satisfaction • Propositional logic, first order logic and knowledge representation using semantic nets, taxonomy trees • Uncertain knowledge representation: Bayesian nets, causal nets, inference, temporal models like HMM, dynamic Bayesian nets • Planning: Heuristics, Hierarchical planning, planning in uncertain domains, scheduling • Decision networks, sequential decision making, multi-agent decision making • Learning from examples: regression and classification • Deep learning models for computer vision and NLP • Basics of Reinforcement learning • Robotics - perception, planning and control, uncertain movements • Humans and AI - impact, ethics, limits, laws"
IE 208,Nonlinear and Discrete Optimization,Theory,Interdisciplinary STEM Course.,I - Avinash Bhardwaj,"   
FullSemester","11
Fri-11B-15:30:00-16:55:00-
Tue-11A-15:30:00-16:55:00-", , ,0,No restrictions,[],6.0,3.0, , , ,N,"302225 Nash, Sofer and Griva, Linear and Nonlinear Optimization, 2017 302225 Nocedal and Wright, Numerical Optimization, second edition, 2009 302225 Wolsey, Integer Programming, 1998 302225 Hillier and Lieberman, Introduction to Operations Research, 11th edition, 2021","• Formulating Nonlinear Optimization Problems. Examples from Warehouse location, EOQ, Least Squares, Markowitz Model, Matrix Completion, etc. Linear Program as unconstrained nonlinear programs. • Optimality Conditions. First and Second order optimality conditions for constrained and unconstrained problems. Necessity vs Sufficiency. • Gradient Descent and Newton’s Method. Basic introduction to these algorithms and illustration of some properties on examples. Discuss convergence without proofs. • Convex Optimization Problems. How are convex optimization problems different from nonconvex optimization problems? Lagrangian duality. • Formulating Discrete Optimization Problems. Knapsack problems, Facility Location, Traveling Salesman Problem, timetabling, scheduling, etc. Modeling boolean statements, nonconvex piecewise linear objective functions. Heuristics, especially for discrete problems. Local improvement procedures such as 2-opt, and other methods. • Branch-and-Bound Algorithms Linear programming based branch and bound for integer programming problems."
IE 210,Optimization Modeling LAB,Lab,Interdisciplinary STEM Course.,"A - Vishnu Bhama Narayanan
I - Avinash Bhardwaj","   
FullSemester","L
Tue-1B-09:30:00-10:25:00-
Tue-2B-10:35:00-11:30:00-
Tue-3B-11:35:00-12:30:00-", , ,50,"[['2024', 'ALL'], ['Industrial Engineering and Operations Research', 'ALL'], ['B.Tech.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",[],3.0, , ,3.0, ,N,"302225 Bynum, Hackebeil, Hart, et al, Pyomo - Optimization Modeling in Python, 2021 302225 Fourer, Gay and Kernighan, AMPL: A Modeling Language for Mathematical Programming, second edition,","Programming in AMPL/Julia/Python to computationally model optimization problems. · Identification of metrics of performance, certificates of infeasibility/optimality through the solver logs using various solvers (such as CPLEX, GUROBI, PuLP, MINOTAUR, Mosek, etc). · Comparison of different formulations and contrasting their computational performance viz à viz facility location, Traveling Salesman Problem, Scheduling etc. Identifying why certain formulations are better computationally. · Implementation of fundamental branching rules, cutting planes in branch and cut procedures for discrete optimization algorithms. · Introduction to Polymake/PORTA to get some hands-on perspective on polyhedral geometry. • Use of Meta-heuristics for solving optimisation models • Goal programming, Pareto optimality, Multi-objective optimisation"
IE 604,Systems Dynamics Modeling & Analysis,Theory,Interdisciplinary STEM Course.,"A - Om P. Damani
I - Jayendran Venkateswaran","   
FullSemester","6
Fri-6B-11:05:00-12:30:00-
Wed-6A-11:05:00-12:30:00-", , ,300,"[['2024', '2024', '2024', '2024', '2024', '2024', '2025', '2025', '2025', '2025', '2025', '2021', '2021', '2021', '2021', '2021', '2022', '2022', '2022', '2022', '2022', '2023', '2023', '2023', '2023', '2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Industrial Engineering and Operations Research', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['B.Tech.', 'IDDDP', 'M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'IDDDP', 'M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Sc.+ M.S. by Research)', 'Dual Degree (M.Sc. + M.Tech.)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + M.S. by Research)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N, , 
IE 607,Polyhedra and Combinatorial Optimization,Theory,Interdisciplinary STEM Course.,I - Vishnu Bhama Narayanan,"   
FullSemester","10
Fri-10B-14:00:00-15:25:00-
Tue-10A-14:00:00-15:25:00-", , ,40,"[['2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2021', '2022', '2022', '2022', '2023', '2023', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Sc.+ M.S. by Research)', 'Dual Degree (M.Sc. + M.Tech.)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + M.S. by Research)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"1. A. Schrijver, Theory of Linear and Integer Programming, Wiley, 1998.2. A. Schrijver, Combinatorial Optimization: Polyhedra and Efficiency (Volumes A, B, and C), Springer, 2003.3. M. Gr ̈tschel, L. Lov ́sz, and A. Schrijver, Geometric Algorithms and Combinatorial Optimization, o a Springer, 1993.4. J. De Loera, R. Hemmecke, and M. K ̈ppe, Algebraic and Geometric Ideas in the Theory of Discrete o Optimization, MPS-SIAM Series on Optimization, SIAM, 2013.5. G. M. Ziegler, Lectures on Polytopes, Springer, 1998.","1. Elements of Polyhedral Theory. Introduction to polyhedra, faces and the face-lattice, size issues such as facet and vertex complexity. Polarity and the equivalence of (strong/weak) optimization and (strong/weak) separation for polyhedra. 2. Properties of Integral Polyhedra. Total Dual Integrality (TDI), Box TDI, Hilbert Bases and mini- mal TDI systems, behaviour of TDI systems under transformations, integer versions of Carath ́odory’s e Theorem, recognizing integrality. Size estimates: facet and vertex complexity, number of extreme points. 3. Unimodularity and Total Unimodularity. Total unimodularity and integral polyhedra, exact characterization of unimodular matrices, balanced matrices. 4. Matching Polyhedra. Polytopes related to bipartite and nonbipartite matching problems, exact description, separation, and other properties. 5. Perfect Graph Theorems and Polyhedral Implications. The perfect graph theorem, relations between integral polyhedra and perfect graphs, the Lov ́sz θ body and polynomial solvability. a 6. Polymatroids and Greedy Algorithms. Matroids and polymatroids and related polytopes. Op- timization over matroid polytopes and the greedy algorithm. Connections with submodular function minimization. 7. Extended Formulations for Combinatorial Optimization problems. Extension complexity of polytopes and Yannakakis’s result, symmetric vs nonsymmetric extended formulations, extension complexity of the Traveling Salesman and the Matching polytopes. Locally ideal extended formulations."
IE 614,Linear Systems,Theory,Interdisciplinary STEM Course.,I - K.S Mallikarjuna Rao,"   
FullSemester","8
Mon-8A-14:00:00-15:25:00-
Thu-8B-14:00:00-15:25:00-", , ,300,"[['2024', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'ALL'], ['B.Tech.', 'Dual Degree (M.Sc. + M.Phil.)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"● Chi-Tsong Chen (1998) Linear System Theory and Design, 3rd edition, Oxford University Press.● Morris W. Hirsch, Robert L. Devaney and Stephen Smale (2004) Differential Equations,Dynamical Systems, and an Introduction to Chaos, 2nd edition, Academic Press.● Jack Leonard Goldberg, Matthew Boelkins, and Merle Potter . Differential Equations withLinear Algebra, 1 st Edition (2009), Oxford University Press.● Ferenc Szidarovszky and Terry Bahill (1997) Linear Systems Theory, 2nd edition, CRC Press.● Robert L. Williams III and Douglas A. Lawrence (2007) Linear State-Space Control Systems,John Wiley & Sons","Revised Syllabus: Aim of course: To familiarize students with models and theory of linear dynamical systems. Major Contents: ● Review of linear algebra: Systems of linear equations, Gaussian elimination, inverse of matrix and transpose. ● Review of Fields, Vector Spaces and Linear Transformations. Review of concepts of linear independence, basis, and fundamental subspaces associated with matrices and linear transformations, rank-nullity theorem, duality. ● Eigenvalues and eigenvectors of matrices and linear transformations, characteristic polynomials, Cayley-Hamilton Theorem, diagonalization. ● Concepts of dynamic systems and linear time invariant systems. Representation of linear dynamical systems using ordinary differential equations (ODEs) and linearization of non-linear dynamical systems. ● Solution methods of first order, second order and higher order ODEs and systems of ODEs. ● Solution methods of difference equations, existence and uniqueness theorems, Laplace and z-transforms. ● Transfer functions, concepts of stability, controllability and observability, canonical forms-Diagonal and Jordan forms. ● Applications, examples and case-studies involving simple linear systems."
IE 616,Decision Analysis and Game Theory,Theory,Interdisciplinary STEM Course.,I - voleti Veeraruna Kavitha,"   
FullSemester","14
Fri-14B-17:30:00-18:55:00-
Tue-14A-17:30:00-18:55:00-", , ,100,"[['2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2021', '2021', '2022', '2022', '2022', '2022', '2023', '2023', '2023', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Sc. + M.Phil.)', 'Dual Degree (M.Sc.+ M.S. by Research)', 'Dual Degree (M.Sc. + M.Tech.)', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + M.S. by Research)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.S. by Research', 'M.Sc.', 'M.Tech.', 'Ph.D.', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"Martin J. Osborne (2003) An Introduction to Game Theory, Oxford University Press.ISBN: 0195128958 EAN: 9780195128956Robert Gibbons (1992) Game Theory for Applied Economists, Princeton University PressISBN: 0691003955 EAN: 9780691003955James N. Webb (2006) Game Theory: Decisions, Interaction and Evolution, Springer.ISBN: 1846284236 EAN: 9781846284236Richard Ernest Bellman (2003) Dynamic Programming, Dover Publications.ISBN: 0486428095 EAN: 9780486428093Dimitri P. Bertsekas (2005) Dynamic Programming & Optimal Control, 3rd edition,Athena ScientificISBN-10: 1886529264 ISBN-13: 978-1886529267Hamdy. A. Taha (2002) Operations Research: An Introduction, 8th edition, Prentice Hall of India.ISBN: 8120330439Wayne L. Winston (2004) Operations Research: Applications and Algorithms, 4th edition, Thomson Learning.ISBN: 8131501906 EAN: 9788131501900F. Hillier and G. Lieberman (2005) Introduction to Operations Research, 8th edition, McGraw-HillISBN-10: 0073211141 ISBN-13: 978-0073211145","Decision making techniques for systems operating under uncertainty. Multi criteria decision models, Pareto optimality, Goal programming with examples. Basic concepts of decision theory. Decision under risk with examples: Probability and Bayesian Inference, von-Neumann Morgenstern expected utility theorem, Interpretations of probability; Utility, paradoxes of utility theory, Newcomb`s problem. Dynamic programming, finite state action models, backward induction algorithm, and applications. Multi-agent models and Game Theory, with applications: Prisoner`s Dilemma, zero-sum and non-zero-sum games, static and dynamic games, strategic and extensive form games, Nash Equilibrium, Backward induction, repeated games, games with incomplete information, Bayesian Nash equilibrium, Evolutionary game theory."
IE 619,Combinatorial Game Theory,Theory,Interdisciplinary STEM Course.,I - Urban Larsson,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N,"Combinatorial Game Theory: A. N. Siegel, 2013, AMS Publ. On Numbers and Games: J. H. Conway, 1976, Academic Press Winning Ways for Your Mathematical Plays: E. Berlekamp, J. H. Conway, R. K. Guy ,1982, CRC Lessons in Play: M. H. Albert, R. J. Nowakowski, D. Wolfe, 2007, World Scientific","    9.      Impartial Games and Perfect Play Outcomes: Normal play convention is last move wins. 2 players have the same options; the position space can be partitioned into two outcome classes: Previous- or Next- player win. Sprague Grundy Theory: Every impartial normal play game is equivalent with a nim heap. Partizan Games: Players have different sets of options. Four partially ordered Outcome classes, player Previous, Next, Left or Right wins. Game Comparison: The set of all games together with defined game addition is a partially ordered group. This induces an abstract notion of game comparison, and a fundamental theorem gives an efficient play-comparison test. Game Reduction: Domination and Reversibility reduce games to unique canonical forms. Game Values: Games values are surreal numbers, switches, infinitesimals, dyadic rationals and more. Game Approximations: Temperature theory, reduced canonical form and atomic weights can be useful tools when the canonical for game value is too complex. Other Play Conventions: In addition to normal play, popular conventions are misere play, scoring play, auction play, etc. Reinforcement Learning and Combinatorial Games: We discuss a simple combinatorial game’s learning algorithm."
IE 620,Reinforcement Learning Algorithms,Theory,Interdisciplinary STEM Course.,I - Nandyala Hemachandra,"   
FullSemester","6
Fri-6B-11:05:00-12:30:00-
Wed-6A-11:05:00-12:30:00-", , ,300,"[['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Dual Degree (M.Tech. + M.S. by Research)', 'Dual Degree (M.Sc.+ M.S. by Research)', 'M.S. by Research', 'IDDDP', 'Dual Degree (M.Sc. + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.Tech.', 'Dual Degree (M.S. by Research + Ph.D.)', 'Ph.D.', 'M.Sc.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,3.0, , , ,N,"1) Stefano V. Albrecht, Filippos Christianos and Lukas Schafer, Multi-Agent Reinforcement Learning: Foundations and Modern Approaches, 2023, MIT Press, Cambridge, USA 2) Dimitri Bertsekas, A Course in Reinforcement Learning, 2023, Athena Scientific, USA 3) Sean Meyn, Control Systems and Reinforcement Learning, 2021, Cambridge University Press, UK 4) Vivek Borkar, Stochastic Approximation: A Dynamical System Viewpoint, Second Edition, TRIM Series, Springer, 2023 5) Richard Sutton and Andrew Barto, Reinforcement Learning, Second Edition, Springer, 2018 6) Open Literature",Reinforcement Learning (RL) as a data driven framework for sequential decision making problems (Markov decision models). * Model-free and model-based algorithms; temporal differences; TD(lambda) algorithms; Q-learning and its variants; discounted and average cost models. * Value and policy based approaches for discounted and average cost models; actor-critic algorithms with linear function approximations; their convergence via two-time scale stochastic approximation approach; natural gradient based algorithms. * Multi-Agent RL for discounted and average cost models; non-cooperative models; minimax criteria; decentralised models; consensus matrix; actor-critic algorithms with linear function approximations. * Learning stochastic shortest path problems and their multi-agent versions; regret analysis of algorithms. * Deep Reinforcement Learning algorithms for single and multi-agent models.
IE 622,Probability and Stochastic Processes II,Theory,Interdisciplinary STEM Course.,"A - Vinay Kumar Bindiganavile Ramadas
I - Sarath Ampadi Yasodharan","   
FullSemester","2
Mon-2A-09:30:00-10:25:00-
Thu-2C-11:35:00-12:30:00-
Tue-2B-10:35:00-11:30:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N,"● P. Bremaud, Markov chains, Gibbs fields, Monte Carlo simulation and queues, 2001,Springer-Verlag, New York● E. Cinlar, Introduction to stochastic processes, 1975, Prentice Hall Inc., Englewood Cliffs● W. Feller, Introduction to probability theory and its applications, Volumes 1 and 2, (1975,1966) John Wiley, New York● G. R. Grimmett and D. R. Stirzaker, Probability and random processes, 3rd edition, 2001,Oxford University Press● J. R. Norris, Markov chains, 1999, Cambridge University Press, Cambridge● S. M. Ross, Stochastic processes, 2nd Edition, 1996, John Wiley, New York● S. Resnick, Adventures in stochastic processes, 1992, Birkhauser Verlag, Boston● D. W. Stroock, An introduction to Markov processes, 2005, Springer-Verlag, Berlin● R. W. Wolff, Stochastic modelling and the theory of queues, 1989, Prentice Hall Inc.,Englewood Cliffs● Jean Jacod and Philip Protter, Probability Essentials, Springer, 2004.","Apart from their intrinsic role in the theory of stochastic processes, Markov chains and regenerative processes form an important set of tools for analysis and optimization problems arising in many decision models. Measure theoretic ideas of probability, expectation, convergence of random variables, limit theorems. Discrete time countable state Markov chains, hitting times, stopping times and strong Markov property. Recurrence and transience. Invariant measures for irreducible chains, ergodic theorem. Convergence in variation and coupling lemma. Absorption probabilities and criterion for transience. Discrete time renewal theory, elementary renewal theorem and renewal reward theorem. Regenerative processes and their time averages. Jump processes; jump chain and sojourn time construction of continuous time MCs, Poisson processes, birth-death processes. Forward and backward equations. Class structure, recurrence and transience, invariant distributions, convergence to equilibrium. Uniformization and time reversed chains. Optional: Martingales: conditional expectation, Martingale inequalities, Martingale convergence theorem, Brownian motion."
