Course Code,Course Name,Course Type,Course content category Only for 2022 Entrants,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Division Defined,Restrictions,Total Credits,Lecture,Tutorial,Practical,Self-Study,Half Semester,Text Reference,Course Description
GP 521,Electromagnetic Lab,Lab,Advanced Course.,I - Anand Singh,"  Computer Lab - 2
FullSemester","L
Fri-L4-14:00:00-16:55:00-Computer Lab - 2", , ,25,,No restrictions,3.0, , ,3.0, ,N,"Texts and References: 1. W.M. Telford, L.P.Geldart, and R.E.Sheriff, Applied Geophysics, Cambridge Univ. Press, 1990. 2. M.N. Nabhigian (Editor), Electromagnetic Methods in Geophysics, Vol.2 Society of Exploration Geophysicists (SEG) Publication, 1988.","Calculation of Electric field due to a point and dipole sources; Computations on Coulomb Forces and Electric field intensity; Analysis and interpretation of VLF EM, Transient Electromagnetic (TEM), Magnetotelluric (MT) data sets; Computer programming for data processing of geomagnetic deep sounding data."
GP 523,Industrial Training,Non-credit,Advanced Course.,I - Anand Singh,"  Class : 202
FullSemester","15
Fri-15B-19:00:00-20:25:00-Class : 202
Tue-15A-19:00:00-20:25:00-Class : 202", , ,25,,No restrictions, , , , , ,N, ,"3 weeks in summer vacation after 2nd semester, P/NP on basis of certificate from training centre / lab."
GP 525,Computational Geophysics,Theory,Advanced Course.,I - Anand Singh,"  Class : 201
FullSemester","13
Mon-13A-19:00:00-20:25:00-Class : 201
Thu-13B-19:00:00-20:25:00-Class : 201", , ,25,,No restrictions,6.0,3.0, , , ,N, , 
GS 407,Strucural Geology,Theory,Advanced Course.,I - Malay Mukul,"  Class Room : LT 304
FullSemester","4
Mon-4A-11:35:00-12:30:00-Class Room : LT 304
Thu-4C-09:30:00-10:25:00-Class Room : LT 304
Tue-4B-08:30:00-09:25:00-Class Room : LT 304", , ,45,,No restrictions,6.0,3.0, , , ,N,"Ramsay, J.G. Folding and fracturing of rocks, McGraw Hill, 1967.Ghosh, S.K. Structural Geology302226Fundamentals and modern development, Pergamon, 1993.Hobbs, B.E., Means, W.D. and Williams, P.F. An outline of structural geology, John Wiley, 1976.Ramsay, J. G. and Huber, M. I. 1987. The techniques of modern structural geology, Folds and Fractures. Academic Press, London.","Dynamic and kinematic analyses of rocks in two dimensions, stress and strain. Folds – classification, mechanism of folding, Biot’s law - strain within buckled layer, similar fold and shear fold, kink bands, chevron folds and conjugate fold; cleavage, lineation, boudinage; deformation of linear structures by flexural slip folding and shear folding; deformation of planar structures by flexural slip folding and shear folding; superimposed folding, type 1, 2 and 3 interference pattern; faults and ductile shear zone"
GS 413,Structural Geology Lab,Lab,Advanced Course.,I - Malay Mukul,"  Class Room : LT 201
FullSemester","L
Fri-L4-14:00:00-16:55:00-Class Room : LT 201", , ,45,,No restrictions,3.0, ,2.0, , ,N,"Rowland, S.M. and Duebendorfer, E.M. Structural Analysis and Synthesis, Pergamon, 1994.D M Ragan Structural geology - An Introduction to Geometrical Techniques, John Wiley, 1985.Turner, F.J. and Weiss, L.E. Structural Analysis of Metamorphic Tectonites, Mc Graw Hill, 1963.Paor, D. Structural Geology and Personal Computer, Pergamon, 1996.","Stereographic plotting and contouring of planes and lines. Analysis of folds, faults and ductile shear zone. Strain measurements from deformed fossils and other markers. Interpretation of geological maps. Computer aids to analysis of structural data."
GS 415,Applied Mineralogy and X-Ray Crystallography,Theory,Advanced Course.,I - George Mathew,"  Class Room : LT 305
FullSemester","6
Fri-6B-11:05:00-12:30:00-Class Room : LT 305
Wed-6A-11:05:00-12:30:00-Class Room : LT 305", , ,50,,No restrictions,6.0,3.0, , , ,N,"Jones, M. P. Applied Mineralogy: A quantitative approach. Graham & Trotman, 1987.Dyar, M. D. and Gunter, M. E. Mineralogy and Optical Mineralogy. Mineralogical Society of America. 708p. 2008.Karanth, R. V. Gems and Gem Industry, Geological Society of India, Memoir, 45, 2000.Pieters, C. M. and Englert, P. A, (eds.) Remote Geochemical Analysis: Elemental and Mineralogical Composition, Cambridge University Press, Cambridge, 1997.King, P. L. Ramsey, M. S. and Swayse, G. A. (ed.) InfraredSpectroscopy in Geochemistry, Exploration Geochemistry and Remote Sensing, Mineralogical Association of Canada, short course series, 33, 2004.Klein, C. Manual of Mineral Science, 22nd Edition. John Wiley and Sons, 2001.","Crystallography: crystal growth, external and internal symmetry, space group. XRD: powder and single crystal diffraction, reciprocal lattice and mathematical crystallography. Crystal defects and chemistry: colour, cause and enhancement techniques, crystal field, molecular orbital and band theories. Electronic and vibrational spectroscopy methods. Electron microscopy and its mineralogical applications. Thermal analytical techniques (DTA, DSC, TG). Biological-mineralogical interactions. Medical mineralogy, Clays and Zeolites, Gemology."
GS 421,Palaeontology,Theory,Advanced Course.,"A - Jahnavi Punekar
I - Nibedita Rakshit","  Class Room : LT 304
FullSemester","2
Mon-2A-09:30:00-10:25:00-Class Room : LT 304
Thu-2C-11:35:00-12:30:00-Class Room : LT 304
Tue-2B-10:35:00-11:30:00-Class Room : LT 304", , ,45,,No restrictions,6.0,3.0, , , ,N,"Foote, M. and Miller, A.I. Principles of Paleontology, III Edition. W.H. Freeman and Company, 2007.Clarkson, E.N.K. Invertebrate Paleontology and Evolution, IV edition, Blackwell Science, 1998.Prothero, D.R Bringing Fossils to Life302226An Introduction to Paleobiology. Mc Graw Hill, 1998.Armstrong, H.A. and Brasier, M.D. Microfossils, II Edition, Blackwell Publishing, 2005.","Nature of the fossil record, taphonomy; growth, allometry and heterochrony; species concepts and systematics – nomenclature, classification and phylogenetics; adaptation and functional morphologic analysis; evolutionary rates and trends; global diversity and extinction, mass extinctions. Palaeoecology and palaeobiogeography; palaeoenvironmental and palaeoclimatic reconstruction; isotopic palaeobiology. Applications of fossils in biostratigraphy, correlation and sequence stratigraphy. Sampling and sample preparation techniques for microfossils, morphology and classification of foraminifera, study of some common benthic and planktonic foraminifera. Stratigraphic palaeontology of India."
GS 433,Palaeontology Lab,Lab,Advanced Course.,"A - Nibedita Rakshit
I - Jahnavi Punekar","   
FullSemester","L
Thu-L3-14:00:00-16:55:00-", , ,45,,No restrictions,3.0,2.0, , , ,N,"Murray, J.W. Atlas of Invertebrate Macrofossils, Longman. 1985.Woods, H. Palaeontology Invertebrate, International Book Bureau, 1966.","Morphological descriptions, systematics and illustrations of representative fossils belonging to Bivalvia, Cephalopoda, Brachiopoda, Echinodermata and Arthropoda; Cladistic analysis using PAST; Computation of evolutionary metrics of selected groups of fossils using Paleobase; Processing of samples for micropalaeontological studies; study of selected foraminiferal genera; preparation technique for scanning electron microscopic studies and observation of some microfossils under SEM; preparation of stratigraphic range charts and biostratigraphic zonation"
GS 435,"Mineralogy, Crystallography and Optics Lab",Lab,Advanced Course.,I - George Mathew,"  Class : 109
FullSemester","L
Mon-L1-14:00:00-16:55:00-Class : 109", , ,45,,No restrictions,3.0, , , , ,N,"Klein, C. Mineral & Rock: Exercise in crystallography, mineralogy & hand specimen petrology (Rev.Ed.) 405p. John Wiley & Sons, 1989Ness, W.D. Optical Minerology. 348p, Oxford University Press, 2004Anderson, B.W. Gem Testing, Butterworths, 1990","Crystal growth experiments, 32 point groups, powder XRD, reciprocal lattice, chemical analysis and mineral formulas, UV-VIS, IR and Raman spectroscopy, DTA-TGA, crystal optics, colour enhancement and gem testing"
GS 507,Engineering & Ground Water Geology,Theory,Advanced Course.,"A - Vikram Vishal
I - D Ramakrishnan","  Class Room : LC 302
FullSemester","12
Mon-12A-17:30:00-18:55:00-Class Room : LC 302
Thu-12B-17:30:00-18:55:00-Class Room : LC 302", , Biometric Enabled,100,,No restrictions,6.0,3.0, , , ,N,"Bell, F.G. Fundamentals of Engineering Geology, Butterworths, 1983.Krynine, D.P. Judd, W.P. Principles of Engineering Geology, McGraw Hill, 1957.Raghunath, H.M. Groundwater, Wiley Eastern Ltd., 1987.Freeze, R.A. and Cherry, J.A. Groundwter, Prentice Hall, 1979.Fetter, C.W., Applied Hydrogeology, Merrill Publishing Company, 2000.1987. 6. R.A. Freeze and J.A. Cherry, Groundwater, Prentice Hall, 1979.","Engineering geological and hydrogeological explorations. Concepts of stress, strain, Mohr circle and failure theories. Engineering properties of rocks, and soils and their classifications. Weathering. Discontinuities in rock masses. Engineering behaviour of rock materials and rock masses. Rock slope stability, landslides and stability of structures, construction materials, dams and reservoirs, tunnels and excavations, foundations and structures in earthquake prone regions. Engineering geological aspects of weaker materials. Reinforcements of rock masses. Site investigations and important case studies. Hydrologic cycle, runoff estimation, vertical distribution of soil moisture, groundwater, aquifer systems, springs, groundwater flow, coastal aquifers and seawater intrusion, well hydraulics, field techniques in groundwater exploration and exploitation, chemistry and quality, case studies on groundwater development and management."
GS 517,Solid Earth and Exploration Geophysics,Theory,Advanced Course.,"A - M Radhakrishna
I - Gollapally Mohan","  Class Room : LT 206
FullSemester","2
Mon-2A-09:30:00-10:25:00-Class Room : LT 206
Thu-2C-11:35:00-12:30:00-Class Room : LT 206
Tue-2B-10:35:00-11:30:00-Class Room : LT 206", , ,45,,No restrictions,6.0,3.0, , , ,N,"Robert J. Lillie, Whole Earth Geophysics, An introductory textbook for geologists and Geophysicists, Prentice Hall, 1999.Alan E. Mussett and M. Aftab Khan, Looking into the earth, An introduction to geological geophysics, Cambridge Univ. Press, 2000. Fowler, C.M.R. Solid Earth An Introduction to Global Geophysics, cambridge University Press, 1990. Telford, W.M. Geldart, L.P. and Sheriff, R.E., Applied Geophysics,Cambridge University Press, 1990.Robinson, E.S. and Coruh, C. Basic Exploration Geophysics, John Wiley & Sons, 1988","Introduction to geophysical methods of exploration and their applications, physical properties of rocks, minerals and ores, types and scales of survey. Principles of gravity and magnetic methods, Working principle of gravimeters, fluxgate and proton precession magnetometers, gravity and magnetic surveys, data reduction, anomalies, geological interpretation and modeling for simple geometrical shapes. Fundamentals of electrical and electromagnetic methods of prospecting, origin of self potential and induced polarization, surveys, instruments, application and interpretation. Theory and geometry of seismic wave propagation, Reflection and refraction methods, CMP technique, seismic sources and arrays, Data processing sequence, velocity analysis, stacking and migration, Seismic interpretation. Introduction to well logging, formation evaluation, principles of electrical, nuclear, density and sonic logging with applications."
GS 519,Ore Petrography Lab,Lab,Advanced Course.,I - Sakthi Saravanan Chinnasamy,"   
FullSemester","L
Thu-L3-14:00:00-16:55:00-", , ,45,,No restrictions,3.0, ,3.0, , ,N,"Ineson, P.R. Introduction to Practical Ore Microscopy, Longman Publishers, 1989.Picot, P. and Johan, Z. Atlas of Ore Minerals, Elsevier Publishers, 1982.Craig, J.R. and Vaughan, D.J., Ore Microscopy and Ore Petrology, John Wiley, 1994.","Study of optical properties of ore minerals under incident light microscope. Preparation of samples. Determination of VHN and reflectivity. Systematic study of ore minerals. Study of ore textures. Fluid inclusion petrography, heating and freezing studies."
GS 527,Ore Petrology,Theory,Advanced Course.,I - Sakthi Saravanan Chinnasamy,"  Class Room : LT 306
FullSemester","1
Mon-1A-08:30:00-09:25:00-Class Room : LT 306
Thu-1C-10:35:00-11:30:00-Class Room : LT 306
Tue-1B-09:30:00-10:25:00-Class Room : LT 306", , ,45,,No restrictions,4.0,2.0, , , ,N,"Mookherjee, A. Ore genesis 302226 A holistic approach, Allied Publisher, New Delhi, 1999.Craig, J.R. and Vaughan, D.J. Ore Microscopy and Ore Petrology, John Wiley, 2nd Edn., 1994.Galopin, R. and Henry, N.F.M. Microscopic Study of Opaque Minerals, McCrone Research Associates Ltd., London, 1972.Ramdohr, P. The Ore Minerals and their Intergrowths, Pergamon Press, Oxford, 1980.Barnes, H.L. (ed.) Geochemistry of Hydrothermal Ore Deposits, 3rd edn. John Wiley,2002.R.L.Stanton, R.L. Ore Petrology, McGraw Hill, 1972.","Incident light microscope, sample preparation, reflected light optics. Optical properties of ore minerals. Reflectance and microhardness. Ore textures and paragenesis. Application of ore microscopy in mineral technology. Study of phase diagrams related to ore assemblages and construction of stability diagrams. Geothermometry and geobarometry of ore assemblages. Fluid inclusion studies. Introduction to stable isotopic studies of ores."
GS 535,Statistical Methods in Geosciences,Theory,Advanced Course.,I - Kumar Hemant Singh,"  Class : CL 103 ESE
FullSemester","5
Fri-5B-09:30:00-10:55:00-Class : CL 103 ESE
Wed-5A-09:30:00-10:55:00-Class : CL 103 ESE", , Biometric Enabled,83,,No restrictions,6.0,3.0, , , ,N,"Ross, S.M. Introduction to probability and statistics for engineers and scientists. Elsevier,2004Spiegel, M.R. Probability and Statistics, Schaums Outline Series, McGraw-Hill Intl., Singapore, Asian Student edn., 1982.Davis, J.C. Statistics and data analysis in geology, John Wiley, 1986.Walpole, R.E. and Myers, R.H. Probability and statistics for engineers and scientists, Macmillan Publ. Co., 1989.Johnson, R.A. and Wichern, D.W. Applied multivariate statistical analysis, Prentice Hall Inc.,New Jersey, 1982.Hardle W. Applied multivariate statistical analysis. Springer, 2003.","Introduction to probability: random experiments, events, sample space, definitions of probability. Conditional probability and independence of events, Bayes theorm. Random variables, discrete and continuous probability distributions, joint probability distributions, conditional probability distributions. Mathematical expectation, moment generating and characteristic functions. Binomial, Poisson, Normal, Gamma, Exponential, Hypergeometric, Multinomial, Chi-square, t, and F distributions. Introduction to statistical inference, sampling distributions, point and interval estimation, hypothesis testing involving one and two univariate populations. Linear models ANOVA. Linear and multiple regression. Introduction to multivariate techniques PCA, factor analysis, linear discriminant analysis, classification."
GS 537,Geochemistry and Geochemical Thermodynamics,Theory,Advanced Course.,"A - Prabhakar Naraga
I - Hetu Chandrakant Sheth","  Class Room : LT 206
FullSemester","4
Mon-4A-11:35:00-12:30:00-Class Room : LT 206
Thu-4C-09:30:00-10:25:00-Class Room : LT 206
Tue-4B-08:30:00-09:25:00-Class Room : LT 206", , ,45,,No restrictions,6.0,3.0, , , ,N,"Anderson, G.M. Thermodynamics of Natural Systems, Cambridge University Press, 2005.Winter, J. D. Introduction to Igneous and Metamorphic Petrology. Prentice-Hall, 2001.Drever, J.I. The Geochemistry of Natural Waters, 3rd Edn., Prentice Hall, 1997.Faure, G. Principles of Isotope Geology, 2nd Edn., John Wiley, 1986.Mason, B. and Moore, C. B. Principles of Geochemistry, 4th Edn., John Wiley, 1982. Wood, B.J. and Fraser, D.G. Elementary Thermodynamics for Geologists. Oxford, 1977.","Chemical composition of the Earth and its constituent reservoirs; meteorite evidence; elementary statistics for geochemistry; major, minor and trace elements including rare earth elements; element partitioning between minerals and melts; oxide-element conversions; radioactivity and geochronology; chemical and isotopic fractionation; application of Rb-Sr and Sm-Nd isotope geochemistry to rock dating, petrogenesis, and crust-mantle evolution; mixing phenomena in elements and isotopes; related numericals. Introduction to equilibrium thermodynamics; laws of thermodynamics; internal energy, heat capacity, enthalpy and entropy; Gibbs free energy and chemical potential; fugacity and activity; Raoult`s law and Henry`s law; ideal and non-ideal solutions; equilibrium constant; principles of geothermobarometry; aqueous solutions and solubility equilibria; activities of ionic species; construction of Eh-pH diagrams."
